lens,lens_name,id,P,O,W_ind,W_opt,W_nar,H,status,excerpts,ambiguity,confidence,reported_status,formula_corrected
4,adversarial false-positive audit,DOJ-0153,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}","The rationale denies the policy predicate but does not identify the AI output, its workflow role, or a limiting mechanism; the use-case title cannot supply O.",0.99,U,0
4,adversarial false-positive audit,DOJ-0220,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}","The rationale denies the policy predicate but does not identify the AI output, its workflow role, or a limiting mechanism; the use-case title cannot supply O.",0.99,U,0
4,adversarial false-positive audit,DOJ-0221,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}","The rationale denies the policy predicate but does not identify the AI output, its workflow role, or a limiting mechanism; the use-case title cannot supply O.",0.99,U,0
4,adversarial false-positive audit,DOJ-0235,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}","The rationale denies the policy predicate but does not identify the AI output, its workflow role, or a limiting mechanism.",0.99,U,0
4,adversarial false-positive audit,DOJ-0239,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}","The rationale denies the policy predicate but does not identify the AI output, its workflow role, or a limiting mechanism.",0.99,U,0
4,adversarial false-positive audit,DOJ-0265,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}","The rationale denies the policy predicate but does not identify the AI output, its workflow role, or a limiting mechanism.",0.99,U,0
4,adversarial false-positive audit,DOJ-0271,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}","The rationale denies the policy predicate but does not identify the AI output, its workflow role, or a limiting mechanism.",0.99,U,0
4,adversarial false-positive audit,DOJ-0315,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}","The rationale denies the policy predicate but does not identify the AI output, its workflow role, or a limiting mechanism.",0.99,U,0
4,adversarial false-positive audit,DOJ-0326,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}","The rationale denies the policy predicate but does not identify the AI output, its workflow role, or a limiting mechanism; the use-case title cannot supply O.",0.99,U,0
4,adversarial false-positive audit,DOJ-0332,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}","The rationale denies the policy predicate but does not identify the AI output, its workflow role, or a limiting mechanism.",0.99,U,0
4,adversarial false-positive audit,DOJ-0357-R01,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}","The rationale denies the policy predicate but does not identify the AI output, its workflow role, or a limiting mechanism.",0.99,U,0
4,adversarial false-positive audit,DOJ-0357-R02,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}","The rationale denies the policy predicate but does not identify the AI output, its workflow role, or a limiting mechanism.",0.99,U,0
4,adversarial false-positive audit,DOJ-0362,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}","The rationale denies the policy predicate but does not identify the AI output, its workflow role, or a limiting mechanism.",0.99,U,0
4,adversarial false-positive audit,DOJ-0363,YES,NO,NO,NO,NO,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': '', 'W': '', 'H': ''}","The rationale denies the policy predicate but does not identify the AI output, its workflow role, or a limiting mechanism.",0.99,U,0
4,adversarial false-positive audit,46,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}","The rationale is missing, so no component has public support; pilot status is not a W mechanism.",1.0,U,0
4,adversarial false-positive audit,MISSING-6FB970D7652E,YES,YES,NO,NO,UNCLEAR,NO,U,"{'P': 'principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': 'extracting key data points from scanned notices', 'W': 'narrowly focused on extracting key data points from scanned notices', 'H': ''}","The extraction scope is bounded, but the rationale merely juxtaposes that bound with the principal-basis denial and does not explain how the bound prevents consequential dependence.",0.95,U,0
4,adversarial false-positive audit,MISSING-404BD6C1AE03,YES,YES,NO,NO,YES,NO,S,"{'P': 'do not serve as a principal basis for decisions or actions with legal, material, binding, or significant effect', 'O': 'extracting key data points from unstructured narratives and validating data completeness', 'W': 'narrowly focused on extracting key data points from unstructured narratives', 'H': ''}",The limiting relation is terse but connects the extraction-only scope to non-principal use.,0.78,S,0
4,adversarial false-positive audit,MISSING-2045216ACC4E,YES,YES,NO,NO,YES,YES,S,"{'P': 'does not serve as the basis for decisions or actions that affect civil rights, liberties, privacy, critical resources, safety, or strategic assets', 'O': 'detect anomalous or inconsistent patterns relative to standard partner actions', 'W': 'The data alone is not enough to determine fraud', 'H': 'CMS makes all determinations on actions.'}","The unspecified 'other data' does not establish W-ind, but the output is expressly limited to anomaly detection insufficient to determine fraud.",0.91,S,0
4,adversarial false-positive audit,MISSING-F55AC1E5A2AD,YES,YES,UNCLEAR,NO,NO,YES,D,"{'P': 'does not serve as the basis for decisions or actions that affect civil rights, liberties, privacy, critical resources, safety, or strategic assets', 'O': 'findings are shared with the agency divisions in the form of reports and tables', 'W': 'additional information derived outside of this AI tool', 'H': 'CMS makes all determinations on actions.'}","The additional information is identified only generically, and no specific independent source or constraining procedure is disclosed.",0.92,D,0
4,adversarial false-positive audit,MISSING-7DF6162305FD,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'does not involve operational use, decision-making, or direct impact on the public or regulated entities', 'O': 'inform future regulatory readiness', 'W': '', 'H': ''}","The research purpose is described, but no specific AI output entering a workflow is identified; research status is a temporal defense, not W.",0.9,U,0
4,adversarial false-positive audit,MISSING-E9650DD065E1,YES,YES,NO,NO,NO,NO,U,"{'P': 'would not be considered to have a significant effect on human health and safety', 'O': 'detects the motion of an individual scratching', 'W': '', 'H': ''}",The rationale characterizes the detected event as non-significant but does not explain why the output cannot principally support a consequential action.,0.88,U,0
4,adversarial false-positive audit,MISSING-18A285367578,YES,YES,NO,NO,NO,YES,D,"{'P': 'FOIA compliance decisions', 'O': 'operates as a recommendation system only', 'W': '', 'H': 'mandatory human review and approval required for all outputs'}","Recommendation-only language is supported solely by human review and control, not an independent or output-bounding mechanism.",0.94,D,0
4,adversarial false-positive audit,MISSING-AB553836F519,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'AI is used to filter relevant video', 'W': '', 'H': 'outputs are verified by humans, decisions/actions are performed by humans'}","Human verification does not identify independent evidence, and the rationale states no qualifying policy threshold.",0.97,D,0
4,adversarial false-positive audit,MISSING-4B41CCE5A80E,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'automate label extraction (identification of label information) for regulatory compliance', 'W': '', 'H': ''}",The rationale describes functionality but gives no rebuttal predicate or limiting mechanism.,0.98,U,0
4,adversarial false-positive audit,MISSING-94D0D1898672,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'providing additional information that helps them make faster decisions and prioritize applications for review', 'W': '', 'H': 'every referral decision undergoes 100% human review'}","The high-impact conclusion does not identify a policy predicate, and assistive-tool language rests on human review.",0.95,D,0
4,adversarial false-positive audit,MISSING-91EA622F8902,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not drive any agency decision, including the categories listed in section 6', 'O': 'a recommendation to assign a grant application to the appropriate Agency staff', 'W': '', 'H': 'can accept, reject, or reassign the application'}","The disclosed reason the recommendation does not drive the decision is recipient discretion, not a separate narrow-output mechanism.",0.92,D,0
4,adversarial false-positive audit,MISSING-8A490802AE57,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'providing additional information that helps them make faster decisions and prioritize applications for review', 'W': '', 'H': 'every referral decision undergoes 100% human review'}","The high-impact conclusion does not identify a policy predicate, and assistive-tool language rests on human review.",0.95,D,0
4,adversarial false-positive audit,MISSING-C38B75F17C3C,YES,YES,YES,NO,YES,YES,S,"{'P': 'not a principal basis for any legal or binding decision', 'O': 'non-binding recommendations regarding which NIGMS program officer is most appropriate to manage an incoming grant application', 'W': 'all funding and programmatic decisions are made through established peer review and programmatic processes', 'H': 'they have full discretion to ignore or override the AI tool’s recommendations'}",The rationale separately limits the output to internal routing and identifies established downstream processes governing consequential funding decisions.,0.97,S,0
4,adversarial false-positive audit,NASA-234,YES,UNCLEAR,NO,NO,YES,NO,U,"{'P': 'cannot harm humans or impact rights', 'O': 'engagements with terrain features on Mars', 'W': 'Low-speed engagements with terrain features on Mars', 'H': ''}","The Mars-only operational bound is intelligible, but the rationale does not identify what output MLNav supplies or how it enters navigation.",0.79,U,0
4,adversarial false-positive audit,NASA-398,YES,YES,NO,NO,NO,NO,U,"{'P': 'to avoid privacy issues', 'O': 'The people are counted and their images immediately deleted', 'W': '', 'H': ''}",Immediate image deletion mitigates data retention but does not show that the count cannot principally support a consequential action.,0.84,U,0
4,adversarial false-positive audit,NASA-487,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'only gives information for a crew to act upon', 'W': '', 'H': 'for a crew to act upon'}",Informational-only wording does not constrain reliance on the information; the stated distinction is that the crew acts.,0.91,D,0
4,adversarial false-positive audit,TBD-R01,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not actually ""serve as a principal basis for"" the relevant type of agency action or decision', 'O': '', 'W': '', 'H': ''}",The rationale supplies only the policy conclusion and identifies neither the AI output nor a limiting mechanism.,0.99,U,0
4,adversarial false-positive audit,TBD-R02,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not actually ""serve as a principal basis for"" the relevant type of agency action or decision', 'O': '', 'W': '', 'H': ''}",The rationale supplies only the policy conclusion and identifies neither the AI output nor a limiting mechanism.,0.99,U,0
4,adversarial false-positive audit,TREAS-94,YES,YES,UNCLEAR,NO,NO,YES,D,"{'P': 'does not approve contracts', 'O': 'drafts procurement narratives, supports vendor evaluations, and aids source selection', 'W': 'using multiple information sources', 'H': 'Final decisions are made by agency officials'}",Multiple information sources are asserted generically without identifying the sources or a constraining independent procedure.,0.93,D,0
4,adversarial false-positive audit,TREAS-IRS-75,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'not an operational use case where AI will make or influence government decisions', 'O': 'drafting procurement documents as market research / proposal evaluation', 'W': '', 'H': ''}","The potential research subject is described, but no asserted AI output and operational use are disclosed; research status is temporal rather than W.",0.89,U,0
4,adversarial false-positive audit,TREAS-IRS-9,YES,YES,NO,NO,NO,YES,D,"{'P': 'contracting decisions', 'O': 'AI makes recommendations only', 'W': '', 'H': 'multiple layers of review by agency officials'}",Layers of human review do not identify independent evidence or a non-AI decision path.,0.96,D,0
4,adversarial false-positive audit,USDA-048,YES,YES,YES,NO,NO,YES,S,"{'P': 'the principal basis for decisions', 'O': 'information extraction that informs dam portfolio decisions', 'W': 'vetted through aerial imagery analysis, the Oklahoma Conservation Commission, and associated dam sponsors', 'H': 'the principal basis for decisions is made by humans'}",The rationale identifies concrete independent evidence and institutional checks linked to repair decisions.,0.96,S,0
4,adversarial false-positive audit,USDA-175,NO,YES,NO,NO,NO,YES,D,"{'P': '', 'O': 'only recommendations for authorized staff to review', 'W': '', 'H': 'authorized staff to review'}","The rationale does not identify the relevant policy threshold, and recommendation-only language is supported solely by human review.",0.95,D,0
5,assurance-case completeness,DHS-101,YES,NO,NO,NO,NO,NO,U,"{'P': 'do not produce an action or serve as a principal basis', 'O': '', 'W': '', 'H': ''}",,0.98,U,0
5,assurance-case completeness,DHS-123,YES,NO,UNCLEAR,NO,NO,YES,D,"{'P': 'output serves as a principal basis', 'O': '', 'W': 'never the only basis', 'H': 'a human is in the loop'}",No non-AI basis is identified.,0.97,D,0
5,assurance-case completeness,DHS-125,YES,YES,YES,NO,NO,YES,S,"{'P': 'do not serve as a principal basis for law enforcement action or decision', 'O': 'data, information leads or connections', 'W': 'outcomes of the full Federal Investigation Process involving verifying any insights as evidence', 'H': 'reviewed and validated by both personnel and supervisors'}",,0.98,S,0
5,assurance-case completeness,DHS-14,YES,YES,NO,NO,YES,YES,S,"{'P': 'do not serve as a principal basis for a decision or action', 'O': 'identifies whether a fingerprint collected is of sufficient quality', 'W': 'not determinative of the overall adjudication decision', 'H': 'reviewed by a human'}",,0.96,S,0
5,assurance-case completeness,DHS-180,YES,YES,NO,YES,NO,YES,S,"{'P': 'do not serve as a principal basis for a decision or action', 'O': 'suggested aliases and DOBs', 'W': 'Completing such adjudications are not dependent on the use case', 'H': 'staff must review to accept, reject, or ignore'}",,0.95,S,0
5,assurance-case completeness,DHS-183,YES,YES,NO,NO,UNCLEAR,NO,U,"{'P': 'do not produce an action or serve as a principal basis', 'O': 'compiled public information', 'W': 'only provides the officer with complied public information', 'H': ''}",The informational limitation is stated without an intelligible limiting mechanism.,0.91,U,0
5,assurance-case completeness,DHS-188,NO,YES,NO,NO,UNCLEAR,NO,U,"{'P': '', 'O': 'identifying the alpha-numeric values of the conveyances', 'W': 'simply identifying', 'H': ''}",The narrow description is not tied to a high-impact threshold.,0.97,U,0
5,assurance-case completeness,DHS-189,YES,YES,NO,UNCLEAR,YES,NO,S,"{'P': 'do not serve as a principal basis for a decision or action', 'O': 'a real-time advisory message to the submitter', 'W': 'adjudication of EADs is not dependent on this use case', 'H': ''}",The resubmission choice alone does not clearly specify a non-AI path.,0.94,S,0
5,assurance-case completeness,DHS-194,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not serve as a principal basis for any decisions or actions', 'O': 'an alert of a potential IOI', 'W': '', 'H': 'user then reviews the image and decides'}",,0.97,D,0
5,assurance-case completeness,DHS-204,YES,YES,YES,NO,NO,YES,S,"{'P': 'do not serve as a principal basis for enforcement decisions', 'O': 'search queries and responses', 'W': 'full Federal Investigation Process involving verifying any insights as evidence', 'H': 'reviewed and validated by both personnel and supervisors'}",,0.98,S,0
5,assurance-case completeness,DHS-234,YES,YES,NO,NO,YES,NO,S,"{'P': 'does not serve as a principal basis for decision or action', 'O': 'provides detections on the user interface', 'W': 'cannot autonomously mitigate an aircraft, it only detects', 'H': ''}",,0.94,S,0
5,assurance-case completeness,DHS-2363,YES,YES,UNCLEAR,NO,NO,YES,D,"{'P': 'does not serve as a principal basis for a decision or action', 'O': 'detect anomalies in non-intrusive inspection images', 'W': 'secondary inspection for more thorough review', 'H': 'officers who review the detections'}",The later physical review is contingent on officer discretion and is not stated as an independent basis for the consequential action.,0.94,D,0
5,assurance-case completeness,DHS-2365,YES,YES,UNCLEAR,NO,NO,YES,D,"{'P': 'does not serve as a principal basis for a decision or action', 'O': 'detect anomalies in non-intrusive inspection images', 'W': 'secondary inspection for more thorough review', 'H': 'officers who review the detections'}",The later physical review is contingent on officer discretion and is not stated as an independent basis for the consequential action.,0.94,D,0
5,assurance-case completeness,DHS-2383,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'visual alert on the hand controller', 'W': '', 'H': ''}",,0.98,U,0
5,assurance-case completeness,DHS-24,YES,NO,NO,NO,NO,NO,U,"{'P': 'do not produce an action or serve as a principal basis', 'O': '', 'W': '', 'H': ''}",,0.98,U,0
5,assurance-case completeness,DHS-2417,YES,YES,NO,YES,NO,NO,S,"{'P': 'does not make any decision or action based on a no-match', 'O': 'service cannot match a traveler', 'W': 'traveler may continue check-in/bag drop via another means', 'H': ''}",,0.98,S,0
5,assurance-case completeness,DHS-2427,YES,YES,YES,NO,NO,YES,S,"{'P': 'do not serve as a principal basis for law enforcement action or decision', 'O': 'data, information leads or connections', 'W': 'outcomes of the full Federal Investigation Process involving verifying any insights as evidence', 'H': 'reviewed and validated by both personnel and supervisors'}",,0.98,S,0
5,assurance-case completeness,DHS-2434,YES,YES,NO,NO,YES,NO,S,"{'P': 'does not actually serve as a principal basis', 'O': 'collated information supports decisions about staffing priorities', 'W': 'not used to make security-related or employment-related decisions', 'H': ''}",,0.95,S,0
5,assurance-case completeness,DHS-2511,YES,YES,NO,NO,YES,YES,S,"{'P': 'no direct impact on investigative decisions or legal outcomes', 'O': 'detecting and obscuring faces, objects, or sensitive information', 'W': 'outputs are strictly limited to redactions', 'H': 'comprehensive human review and editing'}",,0.97,S,0
5,assurance-case completeness,DHS-2517,YES,YES,YES,NO,NO,YES,S,"{'P': 'do not serve as a principal basis for any law enforcement action or decision', 'O': 'supporting information for HSI personnel', 'W': 'submitted to certified human translators for final review', 'H': 'reviewed and validated by both personnel and supervisors'}",,0.98,S,0
5,assurance-case completeness,DHS-2543,YES,YES,NO,NO,YES,NO,S,"{'P': 'not used to make security-related or employment-related decisions', 'O': 'collates information', 'W': 'supports decisions about staffing priorities', 'H': ''}",,0.94,S,0
5,assurance-case completeness,DHS-2547,YES,YES,YES,NO,NO,YES,S,"{'P': 'do not directly serve as a principal basis for enforcement actions or regulatory decisions', 'O': 'AI-generated knowledge graph', 'W': 'requiring source validation through separate processes', 'H': 'further human-led investigation'}",,0.97,S,0
5,assurance-case completeness,DHS-2552,YES,YES,NO,NO,NO,YES,D,"{'P': 'outputs do not serve as a ""principal basis""', 'O': 'classification, decoding, and origin analysis', 'W': '', 'H': 'require manual validation'}",,0.94,D,0
5,assurance-case completeness,DHS-2565,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'identify people, animals, and vehicles', 'W': '', 'H': ''}",Operational use is expressly unresolved.,0.99,U,0
5,assurance-case completeness,DHS-2568,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not serve as the principal basis', 'O': 'analyze images from the sensors', 'W': '', 'H': 'agent or user, reviews the image'}","AIS filtering is described, but not as a stated independent basis for consequential action.",0.88,D,0
5,assurance-case completeness,DHS-2572,YES,YES,YES,NO,NO,YES,S,"{'P': 'not a principle basis for a decision or action', 'O': 'detects sounds...of gunfire', 'W': 'based on what the agents encounter when they arrive on scene', 'H': 'Users then review the audio'}",,0.98,S,0
5,assurance-case completeness,DHS-2575,YES,UNCLEAR,YES,NO,NO,YES,U,"{'P': 'outputs serve primarily as inputs to an investigative process', 'O': 'AI-generated outputs', 'W': 'full investigative process that includes judicial review', 'H': 'investigators review, validate, and contextualize'}",The rationale does not identify the specific AI output.,0.86,U,0
5,assurance-case completeness,DHS-2578,YES,YES,NO,NO,NO,YES,D,"{'P': 'do not serve as a principal basis', 'O': 'normalized address data', 'W': '', 'H': 'review and validate the AI-driven outputs'}",,0.96,D,0
5,assurance-case completeness,DHS-2595,YES,YES,YES,NO,NO,YES,S,"{'P': 'outputs do not serve as a ""principal basis""', 'O': 'structured annotations and insights', 'W': 'integration with other government data holdings before any enforcement action', 'H': 'require human validation'}",,0.98,S,0
5,assurance-case completeness,DHS-2627,YES,YES,NO,YES,NO,YES,S,"{'P': 'do not serve as a principal basis', 'O': 'suggested aliases and DOBs', 'W': 'adjudications are not dependent on the use case', 'H': 'staff must review to accept, reject, or ignore'}",,0.98,S,0
5,assurance-case completeness,DHS-2667,YES,YES,YES,NO,NO,YES,S,"{'P': 'not the sole or principal basis', 'O': 'intelligence reports and risk assessments', 'W': 'validating the source data, such as inspections or investigations', 'H': 'Analysts review the outputs'}",,0.98,S,0
5,assurance-case completeness,DHS-2729,YES,YES,YES,NO,NO,NO,S,"{'P': 'do not serve as the principal basis', 'O': 'identify potential matches', 'W': 'must then use internal CBP or USG data prior to making any law enforcement decisions', 'H': ''}",,0.99,S,0
5,assurance-case completeness,DHS-310,YES,YES,NO,NO,NO,NO,U,"{'P': 'not used in requests for federal services, processes, and benefits', 'O': 'detect cheating during the exam', 'W': '', 'H': ''}",No mechanism connects cheat-detection output to the exclusion.,0.9,U,0
5,assurance-case completeness,DHS-317,YES,YES,YES,NO,NO,YES,S,"{'P': 'Neither the AI or output of AI serves as a principal basis', 'O': 'vessel registration, aircraft tail number, license plate, and object detection', 'W': 'personal interaction leads to any follow-up decisions', 'H': 'Human review takes place'}",,0.87,S,0
5,assurance-case completeness,DHS-35,YES,YES,NO,NO,NO,YES,D,"{'P': 'do not serve as a principal basis', 'O': 'provides alerts when it detects the presence', 'W': '', 'H': 'trained agent or user, reviews the image'}",The alert's narrowness is not expressly connected to why it cannot be a principal basis.,0.93,D,0
5,assurance-case completeness,DHS-37,YES,YES,NO,NO,NO,YES,D,"{'P': 'do not serve as a principal basis', 'O': 'provides alerts when it detects the presence', 'W': '', 'H': 'trained agent or user, reviews the image'}",The alert's narrowness is not expressly connected to why it cannot be a principal basis.,0.93,D,0
5,assurance-case completeness,DHS-372,YES,YES,NO,NO,NO,NO,U,"{'P': 'not used to make security-related or employment-related decisions', 'O': 'collates information', 'W': '', 'H': ''}",It states a conclusion but no limiting mechanism.,0.9,U,0
5,assurance-case completeness,DHS-38,YES,YES,NO,NO,NO,YES,D,"{'P': 'does not serve as a principal basis', 'O': 'detect small vessels', 'W': '', 'H': 'user review and determination'}",,0.96,D,0
5,assurance-case completeness,DHS-401,NO,YES,NO,NO,NO,NO,U,"{'P': '', 'O': 'create a log of access', 'W': '', 'H': ''}",No disclosed high-impact rationale.,0.99,U,0
5,assurance-case completeness,DHS-407,YES,YES,NO,YES,NO,YES,S,"{'P': ""not the primary basis for a decision or action that would affect the individual's rights or safety"", 'O': 'facial verification for a remote check-in', 'W': 'user can schedule an in-person check-in', 'H': 'an officer will manually review'}",,0.99,S,0
5,assurance-case completeness,DHS-417,YES,YES,NO,NO,NO,YES,D,"{'P': 'do not produce an action or serve as a principal basis', 'O': 'detects anomalies or outliers', 'W': '', 'H': 'reviewed by a human analyst team'}",,0.96,D,0
5,assurance-case completeness,DHS-48,YES,YES,YES,NO,NO,YES,S,"{'P': 'do not serve as a principal basis', 'O': 'data, information leads or connections', 'W': 'verifying any insights as evidence', 'H': 'reviewed and validated by both personnel and supervisors'}",,0.99,S,0
5,assurance-case completeness,DHS-49,YES,UNCLEAR,NO,NO,NO,YES,D,"{'P': 'output serves as a principal basis for a decision or action', 'O': '', 'W': '', 'H': 'a human is in the loop'}",The rationale does not identify the AI output.,0.94,D,0
5,assurance-case completeness,DHS-56,YES,YES,NO,YES,NO,YES,S,"{'P': 'do not serve as a principal basis', 'O': 'report or dashboard', 'W': 'adjudication process can be conducted without this tool', 'H': 'Adjudicators review the outputs'}",,0.99,S,0
5,assurance-case completeness,DHS-57,YES,YES,NO,YES,NO,YES,S,"{'P': 'do not serve as a principal basis', 'O': 'visualized through a report or dashboard to assist with case review', 'W': 'The adjudication process can be conducted without this tool', 'H': 'Adjudicators review the outputs'}",,0.98,S,0
5,assurance-case completeness,DHS-65,YES,UNCLEAR,NO,NO,NO,NO,U,"{'P': 'do not produce an action or serve as a principal basis', 'O': 'predicts aircraft landing locations', 'W': '', 'H': ''}",The rationale names a prediction but does not state how it enters a workflow.,0.94,U,0
5,assurance-case completeness,DHS-81,YES,YES,NO,NO,NO,YES,D,"{'P': 'do not serve as a principal basis', 'O': ""assessment of passport validity in response to an officer's request"", 'W': '', 'H': 'passport may require review'}",“Other sources” is not an identifiable independent evidence source.,0.88,D,0
5,assurance-case completeness,DHS-86,YES,YES,NO,NO,NO,NO,U,"{'P': 'do not produce an action or serve as a principal basis', 'O': 'identifies agricultural pest risk', 'W': '', 'H': ''}",Prioritization for inspection does not state a limiting mechanism preventing principal reliance.,0.96,U,0
5,assurance-case completeness,DHS-95,YES,YES,NO,NO,NO,NO,U,"{'P': 'does not serve as a principal basis', 'O': 'create quantifiable risk measures', 'W': '', 'H': ''}",Non-sharing with users does not explain why downstream use cannot be a principal basis.,0.95,U,0
5,assurance-case completeness,DOE-574,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}",The rationale only states software integration.,0.99,U,0
5,assurance-case completeness,DOE-579,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}",No intelligible rationale is disclosed.,0.99,U,0
5,assurance-case completeness,DOE-588,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}","Development stage and undetermined impact are temporal statements, not a rebuttal mechanism.",0.99,U,0
5,assurance-case completeness,DOE-629,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}","Development stage and undetermined impact are temporal statements, not a rebuttal mechanism.",0.99,U,0
5,assurance-case completeness,DOE-713,NO,NO,NO,NO,NO,NO,U,"{'P': '', 'O': '', 'W': '', 'H': ''}","Development stage and undetermined impact are temporal statements, not a rebuttal mechanism.",0.99,U,0
5,assurance-case completeness,DOJ-0009,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a conclusory predicate denial.,0.99,U,0
5,assurance-case completeness,DOJ-0014,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a conclusory predicate denial.,0.99,U,0
5,assurance-case completeness,DOJ-0019,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a conclusory predicate denial.,0.99,U,0
5,assurance-case completeness,DOJ-0021,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a conclusory predicate denial.,0.99,U,0
5,assurance-case completeness,DOJ-0022,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a conclusory predicate denial.,0.99,U,0
5,assurance-case completeness,DOJ-0029,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a conclusory predicate denial.,0.99,U,0
5,assurance-case completeness,DOJ-0030,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a conclusory predicate denial.,0.99,U,0
5,assurance-case completeness,DOJ-0031,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a conclusory predicate denial.,0.99,U,0
5,assurance-case completeness,DOJ-0032,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a conclusory predicate denial.,0.99,U,0
5,assurance-case completeness,DOJ-0033,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a conclusory predicate denial.,0.99,U,0
5,assurance-case completeness,DOJ-0040,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a conclusory predicate denial.,0.99,U,0
5,assurance-case completeness,DOJ-0041,YES,NO,NO,NO,NO,NO,U,"{'P': 'does not produce an output that serves as a principal basis', 'O': '', 'W': '', 'H': ''}",The rationale states only a conclusory predicate denial.,0.99,U,0
